group_1	ERR1102297.fa	ERR1102293.fa
group_1	ERR1102298.fa	ERR1102293.fa
group_1	ERR1102298.fa	ERR1102297.fa
group_1	ERR1102300.fa	ERR1102293.fa
group_1	ERR1102300.fa	ERR1102297.fa
group_1	ERR1102300.fa	ERR1102298.fa
group_1	ERR1102302.fa	ERR1102293.fa
group_1	ERR1102302.fa	ERR1102297.fa
group_1	ERR1102302.fa	ERR1102298.fa
group_1	ERR1102302.fa	ERR1102300.fa
group_1	ERR1102303.fa	ERR1102293.fa
group_1	ERR1102303.fa	ERR1102297.fa
group_1	ERR1102303.fa	ERR1102298.fa
group_1	ERR1102303.fa	ERR1102300.fa
group_1	ERR1102303.fa	ERR1102302.fa
group_1	ERR1102305.fa	ERR1102293.fa
group_1	ERR1102305.fa	ERR1102297.fa
group_1	ERR1102305.fa	ERR1102298.fa
group_1	ERR1102305.fa	ERR1102300.fa
group_1	ERR1102305.fa	ERR1102302.fa
group_1	ERR1102305.fa	ERR1102303.fa
group_1	ERR1102306.fa	ERR1102293.fa
group_1	ERR1102306.fa	ERR1102297.fa
group_1	ERR1102306.fa	ERR1102298.fa
group_1	ERR1102306.fa	ERR1102300.fa
group_1	ERR1102306.fa	ERR1102302.fa
group_1	ERR1102306.fa	ERR1102303.fa
group_1	ERR1102306.fa	ERR1102305.fa
group_1	ERR1102310.fa	ERR1102293.fa
group_1	ERR1102310.fa	ERR1102297.fa
group_1	ERR1102310.fa	ERR1102298.fa
group_1	ERR1102310.fa	ERR1102300.fa
group_1	ERR1102310.fa	ERR1102302.fa
group_1	ERR1102310.fa	ERR1102303.fa
group_1	ERR1102310.fa	ERR1102305.fa
group_1	ERR1102310.fa	ERR1102306.fa
group_1	ERR1102312.fa	ERR1102293.fa
group_1	ERR1102312.fa	ERR1102297.fa
group_1	ERR1102312.fa	ERR1102298.fa
group_1	ERR1102312.fa	ERR1102300.fa
group_1	ERR1102312.fa	ERR1102302.fa
group_1	ERR1102312.fa	ERR1102303.fa
group_1	ERR1102312.fa	ERR1102305.fa
group_1	ERR1102312.fa	ERR1102306.fa
group_1	ERR1102312.fa	ERR1102310.fa
group_1	ERR1102314.fa	ERR1102293.fa
group_1	ERR1102314.fa	ERR1102297.fa
group_1	ERR1102314.fa	ERR1102298.fa
group_1	ERR1102314.fa	ERR1102300.fa
group_1	ERR1102314.fa	ERR1102302.fa
group_1	ERR1102314.fa	ERR1102303.fa
group_1	ERR1102314.fa	ERR1102305.fa
group_1	ERR1102314.fa	ERR1102306.fa
group_1	ERR1102314.fa	ERR1102310.fa
group_1	ERR1102314.fa	ERR1102312.fa
group_1	ERR1102319.fa	ERR1102293.fa
group_1	ERR1102319.fa	ERR1102297.fa
group_1	ERR1102319.fa	ERR1102298.fa
group_1	ERR1102319.fa	ERR1102300.fa
group_1	ERR1102319.fa	ERR1102302.fa
group_1	ERR1102319.fa	ERR1102303.fa
group_1	ERR1102319.fa	ERR1102305.fa
group_1	ERR1102319.fa	ERR1102306.fa
group_1	ERR1102319.fa	ERR1102310.fa
group_1	ERR1102319.fa	ERR1102312.fa
group_1	ERR1102319.fa	ERR1102314.fa
group_1	ERR1102321.fa	ERR1102293.fa
group_1	ERR1102321.fa	ERR1102297.fa
group_1	ERR1102321.fa	ERR1102298.fa
group_1	ERR1102321.fa	ERR1102300.fa
