group_1	ERR1100936.fa	91
group_1	ERR1100938.fa	93
group_1	ERR1100943.fa	93
group_1	ERR1102277.fa	98
group_1	ERR1102279.fa	155
group_1	ERR1102280.fa	156
group_1	ERR1102281.fa	106
group_1	ERR1102282.fa	118
group_1	ERR1102287.fa	114
group_1	ERR1102289.fa	138
group_1	ERR1102291.fa	121
group_1	ERR1102293.fa	120
group_1	ERR1102295.fa	92
group_1	ERR1102296.fa	122
group_1	ERR1102297.fa	120
group_1	ERR1102298.fa	120
group_1	ERR1102299.fa	122
group_1	ERR1102300.fa	120
group_1	ERR1102301.fa	124
group_1	ERR1102302.fa	120
group_1	ERR1102303.fa	120
group_1	ERR1102304.fa	122
group_1	ERR1102305.fa	120
group_1	ERR1102306.fa	120
group_1	ERR1102309.fa	122
group_1	ERR1102310.fa	120
group_1	ERR1102311.fa	121
group_1	ERR1102312.fa	120
group_1	ERR1102314.fa	120
group_1	ERR1102316.fa	123
group_1	ERR1102319.fa	120
group_1	ERR1102321.fa	120
group_1	ERR1102322.fa	116
group_1	ERR1102323.fa	121
group_1	ERR1102326.fa	120
group_1	ERR1102327.fa	150
group_1	ERR1102328.fa	122
group_1	ERR1102329.fa	94
group_1	ERR1102330.fa	122
group_1	ERR1102331.fa	123
group_1	ERR1102332.fa	121
group_1	ERR1102335.fa	120
group_1	ERR1102337.fa	120
group_1	ERR1102338.fa	121
group_1	ERR1102339.fa	120
group_1	ERR1102342.fa	110
group_1	ERR1102348.fa	125
group_1	ERR1102349.fa	120
group_1	ERR1102350.fa	121
group_1	ERR1102351.fa	122
group_1	ERR1102352.fa	121
group_1	ERR1102353.fa	122
group_1	ERR1102354.fa	122
group_1	ERR1102355.fa	120
group_1	ERR1102356.fa	126
group_1	ERR1102359.fa	121
group_1	ERR1102360.fa	120
group_1	ERR1102372.fa	122
group_1	ERR1102374.fa	120
group_1	ERR1102377.fa	159
group_1	ERR1102379.fa	152
group_1	ERR1102381.fa	121
group_1	ERR1102388.fa	124
group_1	ERR1102389.fa	159
group_1	ERR1102390.fa	122
group_1	ERR1102391.fa	117
group_1	ERR1102393.fa	93
group_1	ERR1102398.fa	100
group_1	ERR1102399.fa	99
group_1	ERR1102400.fa	99
group_1	ERR1102406.fa	122
group_1	ERR1102410.fa	160
group_1	ERR1102411.fa	158
group_1	ERR1102412.fa	155
group_1	ERR1102418.fa	153
group_1	ERR1102421.fa	153
group_1	ERR1102426.fa	174
group_1	ERR1102429.fa	157
group_1	ERR1102430.fa	95
group_1	ERR1102438.fa	111
group_1	ERR1102439.fa	111
group_1	ERR1102440.fa	106
group_1	ERR1102453.fa	162
group_1	ERR1102464.fa	149
group_1	ERR1102487.fa	90
group_1	ERR1102505.fa	125
group_1	ERR1102508.fa	122
group_1	ERR1102512.fa	159
group_1	ERR1102514.fa	150
group_1	ERR1102515.fa	150
group_1	ERR1102518.fa	128
group_1	ERR1102523.fa	123
group_1	ERR1102525.fa	123
group_1	ERR1102526.fa	122
group_1	ERR1102532.fa	122
group_1	ERR1102534.fa	122
group_1	ERR1102535.fa	127
group_1	ERR1102536.fa	126
group_1	ERR1102540.fa	124
group_1	ERR1102541.fa	123
group_1	ERR1102542.fa	121
group_1	ERR1102543.fa	134
group_1	ERR1102548.fa	132
group_1	ERR1102555.fa	130
group_1	ERR1102556.fa	169
group_1	ERR1102563.fa	158
group_1	ERR1102565.fa	92
group_1	ERR1102572.fa	151
group_1	ERR1102585.fa	118
group_1	ERR1102598.fa	153
group_1	ERR1102601.fa	178
group_1	ERR1102619.fa	157
group_1	ERR1230383.fa	107
group_1	ERR1230384.fa	89
group_1	ERR1230385.fa	93
group_1	ERR1230386.fa	115
group_1	ERR1230387.fa	118
group_1	ERR1230388.fa	103
group_1	ERR1230389.fa	96
group_1	ERR1230392.fa	147
group_1	ERR1230394.fa	101
group_1	ERR1230396.fa	97
group_1	ERR1230397.fa	126
group_1	ERR1230398.fa	122
group_1	ERR1230446.fa	121
group_1	ERR1276155.fa	113
group_1	ERR1276157.fa	113
group_1	ERR1276166.fa	113
group_1	ERR1276178.fa	95
group_1	ERR1276182.fa	99
group_1	ERR1276206.fa	114
group_1	ERR1276208.fa	113
group_1	ERR1276213.fa	113
group_1	ERR1276215.fa	108
group_1	ERR1276242.fa	122
group_1	ERR1276243.fa	95
group_1	ERR1276244.fa	109
group_1	ERR1276254.fa	107
group_1	ERR1276255.fa	105
group_1	ERR1304208.fa	100
group_1	ERR1431100.fa	113
group_1	ERR1431123.fa	94
group_1	ERR1433019.fa	122
group_1	ERR1590240.fa	102
group_1	ERR1590243.fa	95
group_1	ERR1590246.fa	98
group_1	ERR1590247.fa	103
group_1	ERR1590248.fa	97
group_1	ERR1590249.fa	92
group_1	ERR1590252.fa	90
group_1	ERR1590254.fa	103
group_1	ERR1590258.fa	100
group_1	ERR1590259.fa	94
group_1	ERR1590260.fa	103
group_1	ERR1590262.fa	108
group_1	ERR1590263.fa	93
group_1	ERR1590264.fa	94
group_1	ERR1590266.fa	90
group_1	ERR1590267.fa	108
group_1	ERR1590269.fa	95
group_1	ERR1590270.fa	95
group_1	ERR1590274.fa	101
group_1	ERR1590275.fa	104
group_1	ERR1590278.fa	103
group_1	ERR1590280.fa	99
group_1	ERR1590281.fa	107
group_1	ERR1590282.fa	103
group_1	ERR1590283.fa	102
group_1	ERR1599673.fa	94
group_1	ERR1599697.fa	86
group_1	ERR1599709.fa	101
group_1	ERR1599725.fa	112
group_1	ERR1599726.fa	112
group_1	ERR1599729.fa	127
group_1	ERR1599730.fa	93
group_1	ERR1599748.fa	102
group_1	ERR1599749.fa	126
group_1	ERR1599757.fa	91
group_1	ERR1599759.fa	104
group_1	ERR1599766.fa	99
group_1	ERR1599777.fa	109
group_1	ERR1599778.fa	95
group_1	ERR1599781.fa	106
group_1	ERR1599788.fa	98
group_1	ERR1599793.fa	90
group_1	ERR1599796.fa	117
group_1	ERR1599798.fa	90
group_1	ERR1599800.fa	84
group_1	ERR1599801.fa	114
group_1	ERR1599803.fa	107
group_1	ERR1599807.fa	110
group_1	ERR1599808.fa	110
group_1	ERR1599809.fa	110
group_1	ERR1599810.fa	109
group_1	ERR1599811.fa	112
group_1	ERR1599812.fa	111
group_1	ERR1599813.fa	123
group_1	ERR1738684.fa	111
group_1	ERR1738695.fa	113
group_1	ERR1738712.fa	122
group_1	ERR1738772.fa	112
group_1	ERR1738817.fa	105
group_1	ERR1738819.fa	96
group_1	ERR1738820.fa	99
group_1	ERR1738828.fa	118
group_1	ERR1816988.fa	104
group_1	ERR1817001.fa	111
group_1	ERR1817085.fa	103
group_1	ERR1817092.fa	114
group_1	ERR1940719.fa	117
group_1	ERR1940724.fa	108
group_1	ERR1940748.fa	116
group_1	ERR1940755.fa	102
group_1	ERR1940778.fa	109
group_1	ERR1940781.fa	94
group_1	ERR1947104.fa	92
group_1	ERR2135530.fa	104
group_1	ERR2135531.fa	103
group_1	ERR2135532.fa	97
group_1	ERR2135533.fa	92
group_1	ERR2135536.fa	90
group_1	ERR2135537.fa	99
group_1	ERR2135540.fa	105
group_1	ERR2135542.fa	103
group_1	ERR2135549.fa	93
group_1	ERR2135561.fa	100
group_1	ERR2135565.fa	94
group_1	ERR2135566.fa	103
group_1	ERR2135567.fa	98
group_1	ERR2135569.fa	95
group_1	ERR2135572.fa	108
group_1	ERR2135573.fa	93
group_1	ERR2135574.fa	94
group_1	ERR2135576.fa	90
group_1	ERR2135577.fa	108
group_1	ERR2135586.fa	101
group_1	ERR2135595.fa	112
group_1	ERR2135608.fa	99
group_1	ERR2135612.fa	101
group_1	ERR2135613.fa	113
group_1	ERR2135618.fa	95
group_1	ERR2135620.fa	95
group_1	ERR2135647.fa	102
group_1	ERR2135677.fa	95
group_1	ERR2135679.fa	95
group_1	ERR2135680.fa	95
group_1	ERR2135689.fa	98
group_1	ERR2135695.fa	101
group_1	ERR2135696.fa	101
group_1	ERR2135697.fa	104
group_1	ERR2135709.fa	103
group_1	ERR2135716.fa	99
group_1	ERR2135718.fa	107
